source_enum	members	decision	current_enums	member_reuse	reason
include/kf/item.h:KfFloorItemAppearance	KF_FLOOR_ITEM_APPEARANCE_EMPTY=0;KF_FLOOR_ITEM_APPEARANCE_FRAME_MASK=15;KF_FLOOR_ITEM_APPEARANCE_FACING_MASK=240	canonical	include/kf/item.h:KfFloorItemAppearance		Canonical packed appearance masks now serve both flag operations and integer arithmetic directly, without a second alias enum.
include/kf/magic.h:KF_MAGIC_PLAYER_COUNT	KF_MAGIC_PLAYER_COUNT=9;KF_MAGIC_RECORD_COUNT=24;KF_MAGIC_TABLE_WORD_COUNT=120;KF_MAGIC_SOUND_COUNT=2;KF_MAGIC_DAMAGE_COMPONENT_COUNT=4	retain	include/kf/magic.h:KF_MAGIC_PLAYER_COUNT		Player spell count and full magic-record count differ; record words, sound slots and damage components bound distinct table dimensions.
include/kf/magic.h:KfMagicId	KF_MAGIC_HEALING=0;KF_MAGIC_DISPOISON=1;KF_MAGIC_RESIST_FIRE=2;KF_MAGIC_BLESS=3;KF_MAGIC_LIGHTNING_BOLT=4;KF_MAGIC_FIRE_BALL=5;KF_MAGIC_FIRE_WALL=6;KF_MAGIC_WIND_CUTTER=7;KF_MAGIC_LIGHT_NEEDLE=8;KF_MAGIC_NONE=255	reuse	include/kf/magic.h:KfEffectKind		Move spell IDs into the common KfEffectKind namespace; constructors and magic record accesses use that same identity without conversion aliases.
include/kf/magic.h:KfMagicLearningState	KF_MAGIC_UNLEARNED=0;KF_MAGIC_LEARNED=1	retain	include/kf/magic.h:KfMagicLearningState		Learned=1 checks coexist with nonzero gameplay checks; retain this exact serialized state domain rather than normalizing arbitrary bytes as Boolean.
include/kf/map_data.h:KF_MAP_COLUMNS	KF_MAP_COLUMNS=100;KF_MAP_ROWS=100;KF_MAP_CELL_COUNT=10000;KF_MAP_GRID_WORD_COUNT=2500;KF_MAP_TILE_SIZE=2000;KF_MAP_TILE_CENTER=1000;KF_MAP_HEIGHT_STEP=100;KF_MAP_MESHES_PER_BANK=100;KF_MAP_ATTRIBUTE_COUNT=255;KF_MAP_CELL_COORD_INVALID=255	retain	include/kf/map_data.h:KF_MAP_COLUMNS		Map columns/rows, cells/words, tile size/center and height units describe different dimensions; orientation and attribute IDs are separate encodings.
include/kf/map_data.h:KfMapAttribute	KF_MAP_ATTRIBUTE_00=0;KF_MAP_ATTRIBUTE_01=1;KF_MAP_ATTRIBUTE_02=2;KF_MAP_ATTRIBUTE_03=3;KF_MAP_ATTRIBUTE_04=4;KF_MAP_ATTRIBUTE_05=5;KF_MAP_ATTRIBUTE_06=6;KF_MAP_ATTRIBUTE_07=7;KF_MAP_ATTRIBUTE_08=8;KF_MAP_ATTRIBUTE_09=9;KF_MAP_ATTRIBUTE_0A=10;KF_MAP_ATTRIBUTE_0B=11;KF_MAP_ATTRIBUTE_0C=12;KF_MAP_ATTRIBUTE_0D=13;KF_MAP_ATTRIBUTE_0E=14;KF_MAP_ATTRIBUTE_0F=15;KF_MAP_ATTRIBUTE_10=16;KF_MAP_ATTRIBUTE_11=17;KF_MAP_ATTRIBUTE_12=18;KF_MAP_ATTRIBUTE_13=19;KF_MAP_ATTRIBUTE_14=20;KF_MAP_ATTRIBUTE_15=21;KF_MAP_ATTRIBUTE_16=22;KF_MAP_ATTRIBUTE_17=23;KF_MAP_ATTRIBUTE_18=24;KF_MAP_ATTRIBUTE_19=25;KF_MAP_ATTRIBUTE_1A=26;KF_MAP_ATTRIBUTE_1B=27;KF_MAP_ATTRIBUTE_1C=28;KF_MAP_ATTRIBUTE_1D=29;KF_MAP_ATTRIBUTE_1E=30;KF_MAP_ATTRIBUTE_1F=31;KF_MAP_ATTRIBUTE_20=32;KF_MAP_ATTRIBUTE_21=33;KF_MAP_ATTRIBUTE_22=34;KF_MAP_ATTRIBUTE_23=35;KF_MAP_ATTRIBUTE_24=36;KF_MAP_ATTRIBUTE_25=37;KF_MAP_ATTRIBUTE_26=38;KF_MAP_ATTRIBUTE_27=39;KF_MAP_ATTRIBUTE_28=40;KF_MAP_ATTRIBUTE_29=41;KF_MAP_ATTRIBUTE_2A=42;KF_MAP_ATTRIBUTE_2B=43;KF_MAP_ATTRIBUTE_2C=44;KF_MAP_ATTRIBUTE_2D=45;KF_MAP_ATTRIBUTE_2E=46;KF_MAP_ATTRIBUTE_2F=47;KF_MAP_ATTRIBUTE_30=48;KF_MAP_ATTRIBUTE_31=49;KF_MAP_ATTRIBUTE_32=50;KF_MAP_ATTRIBUTE_33=51;KF_MAP_ATTRIBUTE_34=52;KF_MAP_ATTRIBUTE_35=53;KF_MAP_ATTRIBUTE_36=54;KF_MAP_ATTRIBUTE_37=55;KF_MAP_ATTRIBUTE_38=56;KF_MAP_ATTRIBUTE_39=57;KF_MAP_ATTRIBUTE_PITFALL=58;KF_MAP_ATTRIBUTE_3B=59;KF_MAP_ATTRIBUTE_3C=60;KF_MAP_ATTRIBUTE_3D=61;KF_MAP_ATTRIBUTE_3E=62;KF_MAP_ATTRIBUTE_POISON_HOLE=63;KF_MAP_ATTRIBUTE_WARP=64;KF_MAP_ATTRIBUTE_41=65;KF_MAP_ATTRIBUTE_42=66;KF_MAP_ATTRIBUTE_43=67;KF_MAP_ATTRIBUTE_44=68;KF_MAP_ATTRIBUTE_HIDDEN_DOOR=69;KF_MAP_ATTRIBUTE_46=70;KF_MAP_ATTRIBUTE_47=71;KF_MAP_ATTRIBUTE_48=72;KF_MAP_ATTRIBUTE_49=73;KF_MAP_ATTRIBUTE_4A=74;KF_MAP_ATTRIBUTE_4B=75;KF_MAP_ATTRIBUTE_4C=76;KF_MAP_ATTRIBUTE_4D=77;KF_MAP_ATTRIBUTE_4E=78;KF_MAP_ATTRIBUTE_4F=79;KF_MAP_ATTRIBUTE_50=80;KF_MAP_ATTRIBUTE_51=81;KF_MAP_ATTRIBUTE_52=82;KF_MAP_ATTRIBUTE_53=83;KF_MAP_ATTRIBUTE_54=84;KF_MAP_ATTRIBUTE_55=85;KF_MAP_ATTRIBUTE_56=86;KF_MAP_ATTRIBUTE_57=87;KF_MAP_ATTRIBUTE_58=88;KF_MAP_ATTRIBUTE_59=89;KF_MAP_ATTRIBUTE_5A=90;KF_MAP_ATTRIBUTE_5B=91;KF_MAP_ATTRIBUTE_5C=92;KF_MAP_ATTRIBUTE_BOTTOMLESS_PIT=93;KF_MAP_ATTRIBUTE_5E=94;KF_MAP_ATTRIBUTE_5F=95;KF_MAP_ATTRIBUTE_60=96;KF_MAP_ATTRIBUTE_61=97;KF_MAP_ATTRIBUTE_62=98;KF_MAP_ATTRIBUTE_66=102;KF_MAP_ATTRIBUTE_67=103;KF_MAP_ATTRIBUTE_NONE=255	retain	include/kf/map_data.h:KfMapAttribute		Map attributes index terrain metadata; named hazards remain evidence-based and unresolved values keep address-neutral numeric names. Item/notification IDs are different tables.
include/kf/map_data.h:KfMapCellKind	KF_MAP_CELL_BLOCKED=0;KF_MAP_CELL_FLOOR=1;KF_MAP_CELL_X_GE_Z=2;KF_MAP_CELL_SUM_LE_SIZE=3;KF_MAP_CELL_Z_GE_X=4;KF_MAP_CELL_SUM_GE_SIZE=5;KF_MAP_CELL_STEP=6	retain	include/kf/map_data.h:KfMapCellKind		Cell collision kinds encode floor/step/diagonal geometry tests, independent of map attributes and occupant/result bitfields.
include/kf/map_data.h:KF_MAP_HALF_CELL_STEP_HEIGHT	KF_MAP_HALF_CELL_STEP_HEIGHT=300;KF_OCCUPANCY_CELL_RADIUS=2;KF_OCCUPANCY_CELL_SPAN=5;KF_CELL_OCCUPANT_COUNT_MASK=31;KF_CELL_PRESERVED_FLAGS_MASK=224	retain	include/kf/map_data.h:KF_MAP_HALF_CELL_STEP_HEIGHT		Half-cell height, occupancy radius/span and packed occupant masks describe different collision-grid quantities, not shared angle/status masks.
include/kf/map_data.h:KfMapOrientation	KF_MAP_ORIENT_UNROTATED=1;KF_MAP_ORIENT_QUARTER_TURN=2;KF_MAP_ORIENT_HALF_TURN=3;KF_MAP_ORIENT_THREE_QUARTER_TURN=4	retain	include/kf/map_data.h:KfMapOrientation		Map orientation is one-based 1..4; actor quarter-heading is zero-based and floor-sprite facing is packed/biased.
include/kf/memory.h:KfMemoryAllocationMode	KF_MEMORY_CREATE_ARENA=0;KF_MEMORY_REBASE_ARENA=1;KF_MEMORY_USE_HEAP=2	retain	include/kf/memory.h:KfMemoryAllocationMode		Create/rebase/heap allocation modes select distinct allocator paths; they are not an allocation-success result or simple Boolean flag.
include/kf/memory.h:KF_MEMORY_STACK_WORDS	KF_MEMORY_STACK_WORDS=17;KF_MEMORY_STACK_DEPTH_INDEX=0;KF_MEMORY_STACK_FIRST_ENTRY=1	retain	include/kf/memory.h:KF_MEMORY_STACK_WORDS		Memory stack capacity, depth slot and first entry describe the stack layout, not save-slot or animation indices.
include/kf/memory_layout.h:KF_MAIN_RAM_BYTES	KF_MAIN_RAM_BYTES=2097152	canonical	include/kf/memory_layout.h:KF_MAIN_RAM_BYTES		Canonical fixed main-RAM capacity now serves overlay bounds and allocator checks directly; hardware capacity does not imply individual global placement.
include/kf/notify.h:KF_NOTIFICATION_CAPACITY	KF_NOTIFICATION_CAPACITY=8;KF_NOTIFICATION_SPRITE_COUNT=6;KF_NOTIFICATION_DIGIT_CAPACITY=12;KF_NOTIFICATION_TEXT_SPRITE=0;KF_NOTIFICATION_GOLD_SPRITE=1;KF_NOTIFICATION_ONES_SPRITE=2;KF_NOTIFICATION_TENS_SPRITE=3;KF_NOTIFICATION_HUNDREDS_SPRITE=4;KF_NOTIFICATION_THOUSANDS_SPRITE=5	retain	include/kf/notify.h:KF_NOTIFICATION_CAPACITY		Notification queue capacity, six sprite rows and digit storage describe different arrays; row identities are not menu glyph or item IDs.
include/kf/notify.h:KfNotificationSpriteState	KF_NOTIFICATION_SPRITE_HIDDEN=0;KF_NOTIFICATION_SPRITE_VISIBLE=1	reuse	include/kf/game_render.h:KfSpriteState	KF_NOTIFICATION_SPRITE_HIDDEN=include/kf/game_render.h:KF_SPRITE_HIDDEN;KF_NOTIFICATION_SPRITE_VISIBLE=include/kf/game_render.h:KF_SPRITE_VISIBLE	Reuse the common hidden/visible KfSpriteState in notification sprite records while preserving their six-row traversal.
include/kf/notify_types.h:KfNotificationId	KF_NOTIFICATION_LEVEL_UP=0;KF_NOTIFICATION_MAGIC_LEARNED=1;KF_NOTIFICATION_LOCKED=2;KF_NOTIFICATION_SEALED=3;KF_NOTIFICATION_KEY_DOES_NOT_FIT=4;KF_NOTIFICATION_NOTHING_THERE=5;KF_NOTIFICATION_NOTHING_INSIDE=6;KF_NOTIFICATION_DEAD=7;KF_NOTIFICATION_BROKEN_SWORD=8;KF_NOTIFICATION_OLD_BONES=9;KF_NOTIFICATION_SCHOLAR_BONES=10;KF_NOTIFICATION_HANS_CORPSE=11;KF_NOTIFICATION_PITFALL=12;KF_NOTIFICATION_HEALING_SPRING=13;KF_NOTIFICATION_REINHARDT_II=14;KF_NOTIFICATION_INVISIBLE_WALL=15;KF_NOTIFICATION_CANNOT_CARRY_MORE=16;KF_NOTIFICATION_HIDDEN_DOOR=17;KF_NOTIFICATION_NOTHING_HAPPENS=18;KF_NOTIFICATION_GOLD=19;KF_NOTIFICATION_RAITO_FAMILY_GRAVE=20;KF_NOTIFICATION_GRAVESTONE=21;KF_NOTIFICATION_BROKEN_SHOVEL=22;KF_NOTIFICATION_POISON_HOLE=23;KF_NOTIFICATION_BOTTOMLESS_PIT=24;KF_NOTIFICATION_WIND_SEAL=25;KF_NOTIFICATION_FIRE_SEAL=26;KF_NOTIFICATION_EARTH_SEAL=27;KF_NOTIFICATION_WATER_SEAL=28;KF_NOTIFICATION_RECOVERED=29;KF_NOTIFICATION_PHYSICAL_POWER_INCREASED=30;KF_NOTIFICATION_MAGIC_POWER_INCREASED=31;KF_NOTIFICATION_NONE=255	retain	include/kf/notify_types.h:KfNotificationId		Notification IDs select messages, independent of inventory IDs and map attributes even when labels refer to the same gameplay event.
include/kf/notify_types.h:KfNotificationPhase	KF_NOTIFICATION_IDLE=0;KF_NOTIFICATION_HOLD=2;KF_NOTIFICATION_ROTATE_OUT=3	retain	include/kf/notify_types.h:KfNotificationPhase		Idle/hold/rotate-out is the notification presentation state machine; sprite visibility is a separate field/state domain.
include/kf/open_controller.h:KF_OPENING_INITIAL_TIM_PATH_BYTES	KF_OPENING_INITIAL_TIM_PATH_BYTES=6	retain	include/kf/open_controller.h:KF_OPENING_INITIAL_TIM_PATH_BYTES		The initial TIM path byte extent belongs to the opening path buffer; identical word/vector dimensions have different owners and units.
include/kf/open_opening_helpers.h:KfOpeningInputAction	KF_OPENING_INPUT_NONE=0;KF_OPENING_INPUT_ADVANCE=1;KF_OPENING_INPUT_SKIP=2	retain	include/kf/open_opening_helpers.h:KfOpeningInputAction		Opening input none/advance/skip is the scene controller's action protocol; its code meanings differ from menu result and phase values.
include/kf/open_opening_scenes.h:KF_OPENING_SCENE3_OVERLAY_COUNT	KF_OPENING_SCENE3_OVERLAY_COUNT=2	retain	include/kf/open_opening_scenes.h:KF_OPENING_SCENE3_OVERLAY_COUNT		Scene-3 overlay count bounds its texture/primitive collection, not the number of color presets or transition cylinders.
include/kf/open_opening_scenes.h:KF_OPENING_SCENE0_CAMERA_POINT_COUNT	KF_OPENING_SCENE0_CAMERA_POINT_COUNT=17;KF_OPENING_SCENE3_CAMERA_POINT_COUNT=3;KF_OPENING_ENDING_CAMERA_POINT_COUNT=9	retain	include/kf/open_opening_scenes.h:KF_OPENING_SCENE0_CAMERA_POINT_COUNT		Scene camera-point counts bound independently authored paths; equal ending panel or matrix dimensions do not identify these arrays.
include/kf/open_opening_scenes.h:KfOpeningTransitionMode	KF_OPENING_TRANSITION_GROW=0;KF_OPENING_TRANSITION_REMOVE=1;KF_OPENING_TRANSITION_SHRINK=2;KF_OPENING_TRANSITION_CREATE=3	retain	include/kf/open_opening_scenes.h:KfOpeningTransitionMode		OPEN transition lifecycle codes differ from GAME shimmer modes, including remove/create behavior; reuse the common animation tuning only.
include/kf/open_render.h:KfOpenColorPreset	KF_OPEN_COLOR_DEFAULT=0;KF_OPEN_COLOR_BLACK=1;KF_OPEN_COLOR_WHITE=2;KF_OPEN_COLOR_ENDING_MIDPOINT=3;KF_OPEN_COLOR_ENDING_GREEN=4	retain	include/kf/open_render.h:KfOpenColorPreset		OPEN color presets have a different order and count from GAME, including ending-only interpolation targets.
include/kf/open_render.h:KF_OPEN_PROJECTED_VERTEX_CAPACITY	KF_OPEN_PROJECTED_VERTEX_CAPACITY=1000;KF_OPEN_COLOR_PRESET_COUNT=5;KF_OPEN_TMD_SLOT_COUNT=2	reuse	include/kf/open_render.h:KF_OPEN_COLOR_PRESET_COUNT;include/kf/render_types.h:KF_PROJECTED_VERTEX_CAPACITY	KF_OPEN_PROJECTED_VERTEX_CAPACITY=include/kf/render_types.h:KF_PROJECTED_VERTEX_CAPACITY	Reuse the shared projected-vertex capacity directly; preserve OPEN's own palette and TMD-slot counts.
include/kf/open_resources.h:KF_OPENING_ENTITY_CAPACITY	KF_OPENING_ENTITY_CAPACITY=32;KF_OPENING_ENTITY_FLOOR_HEIGHT=0;KF_OPENING_SCENE_BASE_Y=-10000	retain	include/kf/open_resources.h:KF_OPENING_ENTITY_CAPACITY		Opening entity capacity, floor plane and scene base Y have different dimensions; model-ID limits are not pool capacities.
include/kf/open_resources.h:KfOpeningModelId	KF_OPENING_SCENE0_DECREASING_YAW_MODEL=11;KF_OPENING_SCENE0_INCREASING_YAW_MODEL=12;KF_OPENING_SCENE3_INCREASING_YAW_MODEL=13;KF_OPENING_SCENE3_DECREASING_YAW_MODEL=14;KF_OPENING_TRANSITION_CYLINDER=19;KF_OPENING_TAPERED_COLUMN=20;KF_OPENING_GREEN_CRYSTAL_INCREASING_YAW=21;KF_OPENING_PINK_CRYSTAL_INCREASING_YAW=22;KF_OPENING_GREEN_CRYSTAL_DECREASING_YAW=23;KF_OPENING_PINK_CRYSTAL_DECREASING_YAW=24;KF_OPENING_CASTLE_MOUNTAIN_BACKDROP=25;KF_OPENING_ENDING_ORANGE_DISK=26;KF_OPENING_ENDING_STARFIELD=27;KF_OPENING_ENTITY_MODEL_LIMIT=32;KF_OPENING_ENTITY_FREE=255	retain	include/kf/open_resources.h:KfOpeningModelId		Opening model IDs address the opening TMD bank and cannot replace GAME map/effect IDs. Free/limit markers retain that bank's constraints.
include/kf/overlay.h:OVERLAY_RAM_BYTES	OVERLAY_RAM_BYTES=2097152;OVERLAY_STACK_BYTES=32768	reuse	include/kf/memory_layout.h:KF_MAIN_RAM_BYTES;include/kf/overlay.h:OVERLAY_STACK_BYTES	OVERLAY_RAM_BYTES=include/kf/memory_layout.h:KF_MAIN_RAM_BYTES	Use the canonical main-RAM capacity directly; retain the overlay's independent stack reservation and derived link-layout boundaries.
include/kf/overlay.h:KfOpenMode	KF_OPEN_MODE_INTRO=1;KF_OPEN_MODE_ENDING=254	reuse	include/kf/overlay.h:KfOverlayMode	KF_OPEN_MODE_INTRO=include/kf/overlay.h:KF_OVERLAY_MODE_INTRO;KF_OPEN_MODE_ENDING=include/kf/overlay.h:KF_OVERLAY_MODE_ENDING	KfOverlayMode now represents both OPEN request and GAME result; only their signed/unsigned stored word types differ.
include/kf/overlay.h:KfGameExitCode	KF_GAME_EXIT_NONE=0;KF_GAME_EXIT_INTRO=1;KF_GAME_EXIT_ENDING=254	reuse	include/kf/overlay.h:KfOverlayMode	KF_GAME_EXIT_NONE=include/kf/overlay.h:KF_OVERLAY_MODE_NONE;KF_GAME_EXIT_INTRO=include/kf/overlay.h:KF_OVERLAY_MODE_INTRO;KF_GAME_EXIT_ENDING=include/kf/overlay.h:KF_OVERLAY_MODE_ENDING	Remove the separate game-exit enum and intro/ending aliases; use the shared overlay protocol and a width-preserving result-word typedef.
include/kf/overlay.h:KF_OVERLAY_ENTRY_ARGC	KF_OVERLAY_ENTRY_ARGC=1;KF_OVERLAY_PATH_COUNT=2;KF_OVERLAY_OPEN_PATH=0;KF_OVERLAY_GAME_PATH=1	retain	include/kf/overlay.h:KF_OVERLAY_ENTRY_ARGC		Exec argument count and OPEN/GAME path-table rows describe the loader interface; they are not overlay mode codes.
include/kf/player_status.h:KfPlayerStatusFlags	KF_PLAYER_STATUS_NONE=0;KF_PLAYER_STATUS_CURSE=1;KF_PLAYER_STATUS_DARKNESS=2;KF_PLAYER_STATUS_POISON=4;KF_PLAYER_STATUS_SLOWED=8;KF_PLAYER_STATUS_FIRE_DEFENSE_BOOST=16;KF_PLAYER_STATUS_KEEP_UPPER=65520	retain	include/kf/player_status.h:KfPlayerStatusFlags		Player status bits are shared across damage, items and rendering; equal collision flags and parser masks belong to other representations.
include/kf/pool.h:KfAnimationCacheState	KF_ANIMATION_CACHE_FREE=0;KF_ANIMATION_CACHE_STALE=1;KF_ANIMATION_CACHE_LIVE=2	retain	include/kf/pool.h:KfAnimationCacheState		Animation cache free/stale/live controls cache reuse, not actor activity or resource-load success.
include/kf/pool.h:KF_ANIMATION_CACHE_CAPACITY	KF_ANIMATION_CACHE_CAPACITY=12;KF_ANIMATION_BIND_STATIC=1	retain	include/kf/pool.h:KF_ANIMATION_CACHE_CAPACITY		Cache capacity and static-animation binding sentinel belong to the pool/cache API, distinct from live actor or effect capacities.
include/kf/render_types.h:KfSpriteDepthCueMode	KF_SPRITE_DEPTH_CUE_NORMAL=0;KF_SPRITE_DEPTH_CUE_BOOSTED=1	retain	include/kf/render_types.h:KfSpriteDepthCueMode		Depth-cue mode chooses the shading formula, independent of sprite visibility and GPU blend modes.
include/kf/render_types.h:KfDisplayBuffer	KF_DISPLAY_BUFFER_FIRST=0;KF_DISPLAY_BUFFER_SECOND=1;KF_DISPLAY_BUFFER_UNINITIALIZED=255	retain	include/kf/render_types.h:KfDisplayBuffer		Display first/second/uninitialized is one shared buffer selector; save slots and overlay paths do not use that identity.
include/kf/render_types.h:KF_VRAM_WIDTH	KF_VRAM_WIDTH=1024;KF_VRAM_HEIGHT=512;KF_DISPLAY_WIDTH=320;KF_DISPLAY_HEIGHT=240;KF_DISPLAY_BUFFER_COUNT=2;KF_ORDERING_TABLE_LENGTH=16384;KF_ORDERING_TABLE_INDEX_MASK=16383;KF_SCENE_MIN_OT_DEPTH=5;KF_MAP_OT_DEPTH_BIAS=200;KF_GTE_DEPTH_TO_OT_SHIFT=2;KF_TEXTURE_BASE_BRIGHTNESS=128;KF_VIEW_QUADRANT_COUNT=4;KF_CELL_WINDOW_YAW_COUNT=16;KF_CELL_WINDOW_CELL_CAPACITY=196;KF_CELL_WINDOW_YAW_SHIFT=8;KF_DEFAULT_PROJECTION_DISTANCE=200;KF_INITIAL_FOG_NEAR_DISTANCE=11000;KF_RGB555_CHANNEL_MASK=31;KF_RGB555_GREEN_SHIFT=5;KF_RGB555_BLUE_SHIFT=10;KF_RGB555_STP=32768	canonical	include/kf/render_types.h:KF_VRAM_WIDTH		Canonical render dimensions, OT geometry, brightness, fog and pixel masks retain their units; common projection/cylinder constants also live in this header.
include/kf/render_types.h:KF_GPU_TEXTURE_4BIT	KF_GPU_TEXTURE_4BIT=0;KF_GPU_TEXTURE_8BIT=1;KF_GPU_TEXTURE_16BIT=2;KF_GPU_BLEND_AVERAGE=0;KF_GPU_RESET_FULL=0;KF_GPU_RESET_KEEP_DISPLAY=3;KF_TEXTURE_LOWER_PAGE_Y=256	retain	include/kf/render_types.h:KF_GPU_TEXTURE_4BIT		GPU texture depth, blend/reset modes and texture-page Y belong to specific SDK argument positions; equal zero/one values are not one interchangeable enum.
include/kf/render_types.h:KF_TRANSITION_RECT_X	KF_TRANSITION_RECT_X=32;KF_TRANSITION_RECT_WIDTH=255;KF_TRANSITION_RECT_HEIGHT=240;KF_TRANSITION_TPAGE_X=576;KF_TRANSITION_CLUT_Y=495;KF_TRANSITION_FADE_FRAMES=18;KF_TRANSITION_FADE_STEP=6;KF_TRANSITION_FADE_LIMIT=255;KF_TRANSITION_OT_DEPTH=4	retain	include/kf/render_types.h:KF_TRANSITION_RECT_X		Full-screen transition texture rectangle, fade and OT values are already shared; they are distinct from the world-space cylinder animation.
include/kf/render_types.h:KF_QUAD_TEX_U	KF_QUAD_TEX_U=0;KF_QUAD_TEX_V=2;KF_QUAD_TEX_U_SPAN=4;KF_QUAD_TEX_V_SPAN=6;KF_QUAD_TEX_DESCRIPTOR_BYTES=8	retain	include/kf/render_types.h:KF_QUAD_TEX_U		Quad texture descriptor offsets/extents belong to its resource representation; they are not floor-item appearance nibbles.
include/kf/render_types.h:KfCellVisibility	KF_CELL_WINDOW_HIDDEN=0;KF_CELL_WINDOW_DISTANT=1;KF_CELL_WINDOW_NEAR=2	retain	include/kf/render_types.h:KfCellVisibility		Cell visibility hidden/distant/near is a culling-grid result with distance levels, unlike sprite hidden/visible/end.
include/kf/resources.h:KF_RESOURCE_CHUNK_HEADER_BYTES	KF_RESOURCE_CHUNK_HEADER_BYTES=4;KF_RESOURCE_REUSE_PREFIX_BYTES=16	retain	include/kf/resources.h:KF_RESOURCE_CHUNK_HEADER_BYTES		Resource chunk length-header and reuse-prefix sizes describe the enclosing stream, distinct from the nested asset archive's count header.
include/kf/tmd.h:KfTmdSlot	KF_TMD_SLOT_MAP=0;KF_TMD_SLOT_ENTITIES=1;KF_TMD_SLOT_MENU_ITEM=4	retain	include/kf/tmd.h:KfTmdSlot		TMD slots select map/entities/menu banks; OPEN uses a subset but the slot identity is already shared.
include/kf/tmd.h:KF_TMD_HEADER_BYTES	KF_TMD_HEADER_BYTES=12;KF_TMD_PACKET_HEADER_BYTES=4;KF_TMD_WORD_BYTES=4;KF_TMD_ILEN_BYTE=1;KF_TMD_MODE_SHIFT=24;KF_TMD_MODE_MASK=253;KF_TMD_ILEN_TO_BYTES_SHIFT=6;KF_TMD_BODY_BYTES_MASK=1020;KF_TMD_VECTOR_OFFSET_SHIFT=3;KF_TMD_DEFAULT_PERSPECTIVE_SHIFT=1	retain	include/kf/tmd.h:KF_TMD_HEADER_BYTES		TMD header/packet/mode/word offsets describe one serialized format; equal generic four-byte sizes retain their field/encoding meanings.
include/kf/tmd.h:KfTmdMode	KF_TMD_MODE_NONE=0;KF_TMD_MODE_SEMITRANS=2;KF_TMD_MODE_F3=32;KF_TMD_MODE_FT3=36;KF_TMD_MODE_F4=40;KF_TMD_MODE_FT4=44;KF_TMD_MODE_G3=48;KF_TMD_MODE_GT3=52;KF_TMD_MODE_G4=56;KF_TMD_MODE_GT4=60	retain	include/kf/tmd.h:KfTmdMode		Primitive modes are actual TMD opcode encodings; model IDs, texture modes and effect kinds do not share that namespace.
src/game/actor.c:ACTOR_SELECTION_ANGLE_TOLERANCE	ACTOR_SELECTION_ANGLE_TOLERANCE=398;ACTOR_MULTI_HIT_SELECTION_ANGLE_TOLERANCE=455	retain	src/game/actor.c:ACTOR_SELECTION_ANGLE_TOLERANCE		The two actor selection cones have different measured values and algorithms; retain their separate thresholds.
src/game/actor.c:COMBAT_BASE_POWER_WEIGHT_DIVISOR	COMBAT_BASE_POWER_WEIGHT_DIVISOR=5;COMBAT_DEFENSE_DENOMINATOR_MULTIPLIER=2;ACTOR_DYING_DAMAGE_CUTOFF_PHASE=1548;ACTOR_STATUS_CHANCE_RANDOM_SHIFT=7;ACTOR_BOSS_SOUND_MAX_DISTANCE=20000;ACTOR_BOSS_SOUND_ATTENUATION_DISTANCE=60000;ACTOR_SELECTION_RANDOM_SHIFT=4;ACTOR_SELECTION_FACING_BYPASS_LIMIT=1638;ACTOR_PROFILE_FACING_BYPASS_LIMIT=819;ACTOR_SELECTION_FAR_RANGE_FACTOR=4;ACTOR_SELECTION_FAR_CHANCE_SHIFT=4;ACTOR_SELECTION_NEAR_CHANCE_SHIFT=2;ACTOR_SELECTION_MIDDLE_CHANCE_SHIFT=1;ACTOR_SELECTION_OUTER_CHANCE_SHIFT=2;ACTOR_GROUND_SELECTION_FAR_RANGE=7000;ACTOR_GROUND_SELECTION_MIN_RANGE=4001;ACTOR_GROUND_FAR_CHANCE_SHIFT=1;ACTOR_GROUND_NEAR_CHANCE_SHIFT=3;ACTOR_MULTI_HIT_FAR_CHANCE_SHIFT=4;ACTOR_MULTI_HIT_NEAR_CHANCE_SHIFT=2;ACTOR_SPAWNER_POPULATION_LIMIT=2	reuse	include/kf/audio.h:KF_AUDIO_VOICE_SLOTS;src/game/actor.c:COMBAT_BASE_POWER_WEIGHT_DIVISOR	ACTOR_BOSS_SOUND_MAX_DISTANCE=include/kf/audio.h:KF_AUDIO_EXTENDED_MAX_DISTANCE;ACTOR_BOSS_SOUND_ATTENUATION_DISTANCE=include/kf/audio.h:KF_AUDIO_EXTENDED_ATTENUATION_DISTANCE	Reuse the common extended audio range pair. Combat formula divisors, action-selection odds/ranges and population limits remain distinct inputs to different branches.
src/game/actor_behavior.c:ACTOR_ACTIVATION_RANGE	ACTOR_ACTIVATION_RANGE=28000;ACTOR_NEAR_SPAWN_EXCLUSION_RANGE=26000;ACTOR_ACTIVE_RANGE=32000;ACTOR_GRAVITY=20;ACTOR_DRIFT_AXIS_ACCELERATION=1;ACTOR_DRIFT_AXIS_SPEED_LIMIT=100;ACTOR_DRIFT_YAW_SPEED_LIMIT=32;ACTOR_HOME_AXIS_TOLERANCE=200;ACTOR_WALK_COLLISION_FLAGS=32832;ACTOR_VELOCITY_COLLISION_FLAGS=32864	retain	src/game/actor_behavior.c:ACTOR_ACTIVATION_RANGE		Actor activation/drift/home/gravity settings retain their physical meaning; velocity collision flags add skip-map-objects to walking flags and are not an alias.
