# MANUALLY REVIEWED - all current project array declarations; Clang provides coverage, semantic dispositions follow declaration/use review.
declaration	kind	owner	name	datatype	dimensions	verdict	finding	evidence	note
include/kf/open_render.h:120	VAR_DECL	file_scope	color_matrix_table	MATRIX[5]	5	numeric_matrix		include/kf/open_render.h:120;src/open/opening_scenes.c:254;src/open/opening_scenes.c:255;src/open/opening_scenes.c:499;src/open/opening_scenes.c:500;src/open/opening_scenes.c:570;src/open/opening_scenes.c:571;src/open/opening_scenes.c:612;src/open/opening_scenes.c:613;src/open/opening_scenes.c:684;src/open/opening_scenes.c:685;src/open/opening_scenes.c:791;src/open/opening_scenes.c:792;src/open/opening_scenes.c:802;src/open/opening_scenes.c:803	SDK matrix coefficients/translation; arithmetic interpolation and matrix multiplication accept quantities. KF_FIXED12_ONE names numeric Q12 unity.
include/kf/open_render.h:121	VAR_DECL	file_scope	floor_item_sprites	KfSpriteQuad[7]	7	numeric_geometry	A2	include/kf/open_render.h:121	All eight members are UV origins/spans and quad coordinates/dimensions. Fixed-bank selection is represented separately by KfFloorItemSpriteId or KfEffectBillboardId.
include/kf/open_render.h:126	VAR_DECL	file_scope	render_cell_windows	KfCellWindow[16]	16	typed_record		include/kf/open_render.h:126;src/open/render_init.c:52	Grid dimensions and origin remain numerical; cells already use KfCellVisibility.
include/kf/open_resources.h:38	FIELD_DECL	KfOpeningEntity	unknown_06	u8[2]	2	unresolved		include/kf/open_resources.h:38	meaning unresolved
include/kf/open_resources.h:46	FIELD_DECL	KfOpeningEntityState	entities	KfOpeningEntity[32]	32	aggregate		include/kf/open_resources.h:46;src/open/entity_render.c:164;src/open/opening_entity_pool.c:12;src/open/opening_entity_pool.c:48;src/open/opening_render_entities.c:13;src/open/opening_scenes.c:212;src/open/opening_scenes.c:214;src/open/opening_scenes.c:403;src/open/opening_scenes.c:428;src/open/opening_scenes.c:453;src/open/opening_scenes.c:489;src/open/opening_scenes.c:491;src/open/opening_scenes.c:596;src/open/opening_scenes.c:598;src/open/opening_scenes.c:759;src/open/opening_scenes.c:761	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_resources.h:47	FIELD_DECL	KfOpeningEntityState	unknown_500	u8[10]	10	unresolved		include/kf/open_resources.h:47	unreferenced gap between the records and controls
include/kf/overlay.h:24	TYPEDEF_DECL	file_scope	check_overlay_arguments_size	char[1]	1	layout_assertion		include/kf/overlay.h:24	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/overlay.h:26	TYPEDEF_DECL	file_scope	check_overlay_arguments_result_offset	char[1]	1	layout_assertion		include/kf/overlay.h:26	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/render_types.h:115	FIELD_DECL	KfOrderingTable	entries	u32[16384]	16384	encoded_storage		include/kf/render_types.h:115;src/game/menu_runtime.c:532;src/game/render.c:111;src/game/render.c:272;src/game/save_system.c:820;src/open/render.c:24	Packed/aligned copy or address view of an owning object; type semantic members separately.
include/kf/render_types.h:130	FIELD_DECL	KfCellWindow	cells	KfCellVisibility[196]	196	typed_enum		include/kf/render_types.h:130;src/game/render_map_cells.c:141;src/game/render_scene.c:42;src/game/render_scene.c:71;src/game/render_scene.c:108;src/game/render_scene.c:130;src/game/render_scene.c:150;src/open/entity_render.c:173;src/open/entity_render.c:197;src/open/render_map_cells.c:74	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
include/kf/resources.h:21	TYPEDEF_DECL	file_scope	check_resource_pointer_size	char[1]	1	layout_assertion		include/kf/resources.h:21	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/tmd.h:61	FIELD_DECL	KfPackedSVector	words	u32[2]	2	encoded_storage		include/kf/tmd.h:61;src/game/pool.c:60;src/game/pool.c:61;src/game/pool.c:193;src/game/pool.c:194;src/game/pool.c:199;src/game/pool.c:200	Packed/aligned copy or address view of an owning object; type semantic members separately.
include/kf/tmd.h:63	TYPEDEF_DECL	file_scope	check_packed_svector_size	char[1]	1	layout_assertion		include/kf/tmd.h:63	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/tmd.h:71	TYPEDEF_DECL	file_scope	check_tmd_header_size	char[1]	1	layout_assertion		include/kf/tmd.h:71	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/tmd.h:95	TYPEDEF_DECL	file_scope	check_tmd_packet_header_size	char[1]	1	layout_assertion		include/kf/tmd.h:95	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/tmd.h:270	TYPEDEF_DECL	file_scope	check_screen_xy_size	char[1]	1	layout_assertion		include/kf/tmd.h:270	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/tmd.h:271	TYPEDEF_DECL	file_scope	check_screen_vertex_size	char[1]	1	layout_assertion		include/kf/tmd.h:271	Compile-time size, alignment or offset assertion; no runtime elements.
src/game/actor.c:46	VAR_DECL	file_scope	actor_action_profiles	KfActorActionProfile[25]	25	numeric		src/game/actor.c:46;src/game/actor.c:834	Five halfword distances and random-selection weights; the row selector has its own effect-code domain.
src/game/actor.c:79	VAR_DECL	file_scope	boss_death_phase_sounds	SoundRef[4]	4	sdk_audio		src/game/actor.c:79	SDK program, tone and note numbers passed to sound APIs; numerical handles/pitch, not game selectors.
src/game/audio.c:67	VAR_DECL	audio_play_map_sequence	path	char[20]	20	encoded_content		src/game/audio.c:67;src/game/audio.c:71;src/game/audio.c:72;src/game/audio.c:73	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/game/cd_file.c:12	VAR_DECL	file_scope	cd_path_prefix	char[5]	5	encoded_content		src/game/cd_file.c:12;src/game/cd_file.c:26;src/game/cd_file.c:97	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/game/cd_file.c:14	VAR_DECL	file_scope	cd_version_suffix	char[3]	3	encoded_content		src/game/cd_file.c:14;src/game/cd_file.c:28;src/game/cd_file.c:99	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/game/collision.c:11	VAR_DECL	file_scope	map_cell_attribute_height_table	s16[255]	255	numeric_geometry		src/game/collision.c:11;src/game/collision.c:82;src/game/collision.c:83	Signed height values looked up using typed map attributes and consumed in collision geometry.
src/game/debug_text.c:20	VAR_DECL	file_scope	format_number_buffer	char[24]	24	encoded_content		src/game/debug_text.c:20;src/game/debug_text.c:33;src/game/debug_text.c:51;src/game/debug_text.c:59;src/game/debug_text.c:76	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/game/display_play_transition.c:8	FIELD_DECL	FadeUv	v	u8[8]	8	packed_gpu		src/game/display_play_transition.c:8;src/game/display_play_transition.c:62	Interleaved U/V/span descriptor bytes; even positions carry texture coordinates and odd positions remain unclassified.
src/game/display_play_transition.c:24	VAR_DECL	file_scope	fade_screen_path	char[7]	7	encoded_content		src/game/display_play_transition.c:24;src/game/display_play_transition.c:43	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/game/effect_dispatch.c:104	VAR_DECL	file_scope	effect_swing_probe_offsets	SVECTOR[2]	2	numeric_geometry		src/game/effect_dispatch.c:104;src/game/effect_dispatch.c:789;src/game/effect_dispatch.c:793	SDK vector coordinates/rotation/displacements and padding; quantitative geometry.
src/game/effect_map_collision.c:8	VAR_DECL	file_scope	map_cell_height_records	KfCellHeightRecord[7]	7	numeric_geometry		src/game/effect_map_collision.c:8;src/game/effect_map_collision.c:49	Cell-height coefficients and geometric dimensions evaluated arithmetically.
src/game/effect_pool.c:6	TYPEDEF_DECL	file_scope	effect_state_alignment	char[1]	1	layout_assertion		src/game/effect_pool.c:6	Compile-time size, alignment or offset assertion; no runtime elements.
src/game/effect_pool.c:7	TYPEDEF_DECL	file_scope	effect_state_records_offset	char[1]	1	layout_assertion		src/game/effect_pool.c:7	Compile-time size, alignment or offset assertion; no runtime elements.
src/game/effect_pool.c:9	TYPEDEF_DECL	file_scope	effect_state_current_magic_offset	char[1]	1	layout_assertion		src/game/effect_pool.c:9	Compile-time size, alignment or offset assertion; no runtime elements.
src/game/effect_pool.c:11	TYPEDEF_DECL	file_scope	effect_state_current_record_offset	char[1]	1	layout_assertion		src/game/effect_pool.c:11	Compile-time size, alignment or offset assertion; no runtime elements.
src/game/effect_update.c:28	VAR_DECL	file_scope	floor_deform_segments	KfFloorDeformSegment[5]	5	numeric_geometry		src/game/effect_update.c:28;src/game/effect_update.c:172	Coordinate ranges, modulo-256 steps, counts and interpolated heights.
src/game/entity_render.c:19	VAR_DECL	file_scope	floor_item_sprites	KfSpriteQuad[7]	7	numeric_geometry	A2	src/game/entity_render.c:19;src/game/entity_render.c:93	All eight members are UV origins/spans and quad coordinates/dimensions. Fixed-bank selection is represented separately by KfFloorItemSpriteId or KfEffectBillboardId.
src/game/entity_render.c:30	VAR_DECL	file_scope	effect_billboard_sprites	KfSpriteQuad[22]	22	numeric_geometry		src/game/entity_render.c:30;src/game/entity_render.c:138	All eight members are UV origins/spans and quad coordinates/dimensions. Fixed-bank selection is represented separately by KfFloorItemSpriteId or KfEffectBillboardId.
src/game/geometry_render.c:16	VAR_DECL	file_scope	hud_sprites	KfHudSprite[14]	14	typed_record		src/game/geometry_render.c:16	Each row already carries KfHudSpriteState; its nested KfSpriteQuad stores numerical geometry.
src/game/item.c:26	VAR_DECL	file_scope	menu_window_layouts	MenuWindowLayout[9]	9	aggregate		src/game/item.c:26;src/game/item.c:100;src/game/item.c:101	Structured window and glyph rows; numerical positions/extents and encoded glyph content follow the complete field review.
src/game/item.c:29	VAR_DECL	file_scope	item_name_rows	MenuGlyphRow[80]	80	encoded_content		src/game/item.c:29;src/game/item.c:102;src/game/item.c:103;src/game/item.c:242;src/game/item.c:251;src/game/item.c:398	Glyph/text content, including terminators, copied and formatted as an encoded string.
src/game/item.c:32	VAR_DECL	file_scope	magic_name_rows	MenuGlyphRow[9]	9	encoded_content		src/game/item.c:32;src/game/item.c:104;src/game/item.c:105	Glyph/text content, including terminators, copied and formatted as an encoded string.
src/game/item.c:35	VAR_DECL	file_scope	item_buy_prices	u16[80][2]	80x2	numeric		src/game/item.c:35;src/game/item.c:106;src/game/item.c:107;src/game/item.c:332;src/game/item.c:353	Prices indexed by item and shop; compared with, added to or subtracted from numerical gold.
src/game/item.c:38	VAR_DECL	file_scope	item_sell_prices	u16[80][2]	80x2	numeric		src/game/item.c:38;src/game/item.c:108;src/game/item.c:494	Prices indexed by item and shop; compared with, added to or subtracted from numerical gold.
src/game/item.c:89	VAR_DECL	item_load_database	name	char[40]	40	encoded_content		src/game/item.c:89;src/game/item.c:116;src/game/item.c:117;src/game/item.c:119;src/game/item.c:120;src/game/item.c:121	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/game/item.c:221	VAR_DECL	item_menu_buy	entries	s16[80][10]	80x10	encoded_content		src/game/item.c:221;src/game/item.c:242;src/game/item.c:251;src/game/item.c:260	Local glyph rows copied from item/magic names and passed as encoded strings to menu rendering.
src/game/item.c:222	VAR_DECL	item_menu_buy	available	u8[80]	80	numeric		src/game/item.c:222;src/game/item.c:243;src/game/item.c:252	Inventory quantities or copied stock counts; decrement for equipment exclusion, purchase, sale or drop proves numerical use.
src/game/item.c:223	VAR_DECL	item_menu_buy	index	KfObjectId[80]	80	typed_enum		src/game/item.c:223;src/game/item.c:244;src/game/item.c:253;src/game/item.c:265;src/game/item.c:267;src/game/item.c:275;src/game/item.c:279;src/game/item.c:328;src/game/item.c:332;src/game/item.c:345	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
src/game/item.c:367	VAR_DECL	item_menu_sell	entries	s16[80][10]	80x10	encoded_content		src/game/item.c:367;src/game/item.c:398;src/game/item.c:407	Local glyph rows copied from item/magic names and passed as encoded strings to menu rendering.
src/game/item.c:368	VAR_DECL	item_menu_sell	available	u8[80]	80	numeric		src/game/item.c:368;src/game/item.c:387;src/game/item.c:395;src/game/item.c:396	Inventory quantities or copied stock counts; decrement for equipment exclusion, purchase, sale or drop proves numerical use.
src/game/item.c:369	VAR_DECL	item_menu_sell	index	KfObjectId[80]	80	typed_enum		src/game/item.c:369;src/game/item.c:399;src/game/item.c:412;src/game/item.c:414;src/game/item.c:421;src/game/item.c:426;src/game/item.c:460;src/game/item.c:475;src/game/item.c:487	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
src/game/lighting.c:16	VAR_DECL	file_scope	color_matrix_table	MATRIX[7]	7	numeric_matrix		src/game/lighting.c:16	SDK matrix coefficients/translation; arithmetic interpolation and matrix multiplication accept quantities. KF_FIXED12_ONE names numeric Q12 unity.
src/game/map_object_pool.c:24	VAR_DECL	file_scope	map_copy_regions	KfMapCopyRegion[5]	5	numeric_geometry		src/game/map_object_pool.c:24;src/game/map_object_pool.c:46	Rectangle coordinates and extents; selecting a row uses the existing KfMapCopyRegionId API.
src/game/map_scripts.c:62	VAR_DECL	file_scope	map_floor5_camera_path	KfCameraPathPoint[2]	2	numeric_geometry		src/game/map_scripts.c:62;src/game/map_scripts.c:313	Timed camera positions/rotations are interpolated; record components are numerical motion data.
src/game/map_scripts.c:76	VAR_DECL	file_scope	map_screen_image_path	char[16]	16	encoded_content		src/game/map_scripts.c:76;src/game/map_scripts.c:469;src/game/map_scripts.c:471;src/game/map_scripts.c:473;src/game/map_scripts.c:474;src/game/map_scripts.c:475	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/game/menu.c:164	VAR_DECL	menu_use_item_panel	labels	s16[50][10]	50x10	encoded_content		src/game/menu.c:164;src/game/menu.c:184;src/game/menu.c:191;src/game/menu.c:199;src/game/menu.c:208;src/game/menu.c:216	Local glyph rows copied from item/magic names and passed as encoded strings to menu rendering.
src/game/menu.c:165	VAR_DECL	menu_use_item_panel	counts	u8[56]	56	numeric		src/game/menu.c:165;src/game/menu.c:185;src/game/menu.c:192;src/game/menu.c:200;src/game/menu.c:209;src/game/menu.c:217	Inventory quantities or copied stock counts; decrement for equipment exclusion, purchase, sale or drop proves numerical use.
src/game/menu.c:166	VAR_DECL	menu_use_item_panel	codes	KfObjectId[56]	56	typed_enum		src/game/menu.c:166;src/game/menu.c:186;src/game/menu.c:193;src/game/menu.c:201;src/game/menu.c:210;src/game/menu.c:221;src/game/menu.c:223;src/game/menu.c:231;src/game/menu.c:235;src/game/menu.c:269;src/game/menu.c:284;src/game/menu.c:288;src/game/menu.c:290;src/game/menu.c:292;src/game/menu.c:304	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
src/game/menu_config_panel.c:25	VAR_DECL	menu_config_panel	states	KfPlayerOption[4]	4	typed_enum		src/game/menu_config_panel.c:25;src/game/menu_config_panel.c:49;src/game/menu_config_panel.c:50;src/game/menu_config_panel.c:51;src/game/menu_config_panel.c:52;src/game/menu_config_panel.c:53;src/game/menu_config_panel.c:56;src/game/menu_config_panel.c:62;src/game/menu_config_panel.c:102;src/game/menu_config_panel.c:109;src/game/menu_config_panel.c:114;src/game/menu_config_panel.c:115;src/game/menu_config_panel.c:116;src/game/menu_config_panel.c:117	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
src/game/menu_item_drop.c:25	VAR_DECL	menu_drop_item	labels	s16[80][10]	80x10	encoded_content		src/game/menu_item_drop.c:25;src/game/menu_item_drop.c:57;src/game/menu_item_drop.c:66	Local glyph rows copied from item/magic names and passed as encoded strings to menu rendering.
src/game/menu_item_drop.c:26	VAR_DECL	menu_drop_item	counts	u8[80]	80	numeric		src/game/menu_item_drop.c:26;src/game/menu_item_drop.c:46;src/game/menu_item_drop.c:54;src/game/menu_item_drop.c:55	Inventory quantities or copied stock counts; decrement for equipment exclusion, purchase, sale or drop proves numerical use.
src/game/menu_item_drop.c:27	VAR_DECL	menu_drop_item	codes	KfObjectId[80]	80	typed_enum		src/game/menu_item_drop.c:27;src/game/menu_item_drop.c:58;src/game/menu_item_drop.c:71;src/game/menu_item_drop.c:73;src/game/menu_item_drop.c:80;src/game/menu_item_drop.c:85;src/game/menu_item_drop.c:119;src/game/menu_item_drop.c:134;src/game/menu_item_drop.c:146	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
src/game/menu_item_drop.c:260	VAR_DECL	menu_save_panel	summaries	KfSaveSlotSummary[3]	3	typed_record		src/game/menu_item_drop.c:260;src/game/menu_item_drop.c:272;src/game/menu_item_drop.c:278;src/game/menu_item_drop.c:291;src/game/menu_item_drop.c:306;src/game/menu_item_drop.c:316;src/game/menu_item_drop.c:325;src/game/menu_item_drop.c:335;src/game/menu_item_drop.c:340;src/game/menu_item_drop.c:347;src/game/menu_item_drop.c:390	Saved summaries carry KfFloorId in a word-sized enum wrapper; experience and HP/MP remain numerical.
src/game/menu_item_drop.c:408	VAR_DECL	menu_load_panel	summaries	KfSaveSlotSummary[3]	3	typed_record		src/game/menu_item_drop.c:408;src/game/menu_item_drop.c:416;src/game/menu_item_drop.c:421;src/game/menu_item_drop.c:434;src/game/menu_item_drop.c:442;src/game/menu_item_drop.c:450;src/game/menu_item_drop.c:458;src/game/menu_item_drop.c:493;src/game/menu_item_drop.c:505	Saved summaries carry KfFloorId in a word-sized enum wrapper; experience and HP/MP remain numerical.
src/game/menu_map_viewer.c:32	VAR_DECL	menu_map_viewer	poly_bg	POLY_FT4[2]	2	sdk_record		src/game/menu_map_viewer.c:32;src/game/menu_map_viewer.c:49;src/game/menu_map_viewer.c:50;src/game/menu_map_viewer.c:51;src/game/menu_map_viewer.c:52;src/game/menu_map_viewer.c:53;src/game/menu_map_viewer.c:54;src/game/menu_map_viewer.c:55;src/game/menu_map_viewer.c:56;src/game/menu_map_viewer.c:57;src/game/menu_map_viewer.c:58;src/game/menu_map_viewer.c:59;src/game/menu_map_viewer.c:60;src/game/menu_map_viewer.c:61;src/game/menu_map_viewer.c:62;src/game/menu_map_viewer.c:63;src/game/menu_map_viewer.c:64;src/game/menu_map_viewer.c:65;src/game/menu_map_viewer.c:66;src/game/menu_map_viewer.c:67;src/game/menu_map_viewer.c:68;src/game/menu_map_viewer.c:69;src/game/menu_map_viewer.c:70;src/game/menu_map_viewer.c:71;src/game/menu_map_viewer.c:72;src/game/menu_map_viewer.c:103	Authentic SDK GPU packet array; positions, UVs, colors and packed GPU fields retain the SDK ABI.
src/game/menu_map_viewer.c:33	VAR_DECL	menu_map_viewer	poly_marker	POLY_FT4[2]	2	sdk_record		src/game/menu_map_viewer.c:33;src/game/menu_map_viewer.c:74;src/game/menu_map_viewer.c:75;src/game/menu_map_viewer.c:76;src/game/menu_map_viewer.c:77;src/game/menu_map_viewer.c:78;src/game/menu_map_viewer.c:79;src/game/menu_map_viewer.c:80;src/game/menu_map_viewer.c:81;src/game/menu_map_viewer.c:82;src/game/menu_map_viewer.c:83;src/game/menu_map_viewer.c:84;src/game/menu_map_viewer.c:85;src/game/menu_map_viewer.c:86;src/game/menu_map_viewer.c:87;src/game/menu_map_viewer.c:88;src/game/menu_map_viewer.c:89;src/game/menu_map_viewer.c:90;src/game/menu_map_viewer.c:91;src/game/menu_map_viewer.c:92;src/game/menu_map_viewer.c:93;src/game/menu_map_viewer.c:94;src/game/menu_map_viewer.c:95;src/game/menu_map_viewer.c:96;src/game/menu_map_viewer.c:101	Authentic SDK GPU packet array; positions, UVs, colors and packed GPU fields retain the SDK ABI.
src/game/menu_map_viewer.c:34	VAR_DECL	menu_map_viewer	path	char[16]	16	encoded_content		src/game/menu_map_viewer.c:34;src/game/menu_map_viewer.c:41;src/game/menu_map_viewer.c:42;src/game/menu_map_viewer.c:45	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/game/menu_panels.c:31	VAR_DECL	menu_magic_panel	labels	s16[10][10]	10x10	encoded_content		src/game/menu_panels.c:31;src/game/menu_panels.c:49;src/game/menu_panels.c:56	Local glyph rows copied from item/magic names and passed as encoded strings to menu rendering.
src/game/menu_panels.c:32	VAR_DECL	menu_magic_panel	codes	KfEffectKind[16]	16	typed_enum		src/game/menu_panels.c:32;src/game/menu_panels.c:50;src/game/menu_panels.c:61;src/game/menu_panels.c:71;src/game/menu_panels.c:75;src/game/menu_panels.c:110;src/game/menu_panels.c:125	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
src/game/menu_runtime.c:33	TYPEDEF_DECL	file_scope	menu_window_row_codes_offset	char[1]	1	layout_assertion		src/game/menu_runtime.c:33	Compile-time size, alignment or offset assertion; no runtime elements.
src/game/menu_runtime.c:641	VAR_DECL	menu_load_item_texture	name	char[16]	16	encoded_content		src/game/menu_runtime.c:641;src/game/menu_runtime.c:648;src/game/menu_runtime.c:650;src/game/menu_runtime.c:651;src/game/menu_runtime.c:653	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/game/menu_select.c:28	VAR_DECL	menu_equip_select	labels	s16[20][10]	20x10	encoded_content		src/game/menu_select.c:28;src/game/menu_select.c:82;src/game/menu_select.c:87;src/game/menu_select.c:88;src/game/menu_select.c:89;src/game/menu_select.c:90;src/game/menu_select.c:97	Local glyph rows copied from item/magic names and passed as encoded strings to menu rendering.
src/game/menu_select.c:29	VAR_DECL	menu_equip_select	codes	KfObjectId[20]	20	typed_enum		src/game/menu_select.c:29;src/game/menu_select.c:83;src/game/menu_select.c:91;src/game/menu_select.c:101;src/game/menu_select.c:108;src/game/menu_select.c:112;src/game/menu_select.c:146;src/game/menu_select.c:161;src/game/menu_select.c:173	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
src/game/menu_select.c:228	VAR_DECL	menu_spell_select	labels	s16[20][10]	20x10	encoded_content		src/game/menu_select.c:228;src/game/menu_select.c:245;src/game/menu_select.c:250;src/game/menu_select.c:251;src/game/menu_select.c:252;src/game/menu_select.c:253;src/game/menu_select.c:260	Local glyph rows copied from item/magic names and passed as encoded strings to menu rendering.
src/game/menu_select.c:229	VAR_DECL	menu_spell_select	codes	KfEffectKind[20]	20	typed_enum		src/game/menu_select.c:229;src/game/menu_select.c:246;src/game/menu_select.c:254;src/game/menu_select.c:265;src/game/menu_select.c:267;src/game/menu_select.c:275;src/game/menu_select.c:315;src/game/menu_select.c:330;src/game/menu_select.c:341;src/game/menu_select.c:348;src/game/menu_select.c:349	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
src/game/notify_queue.c:18	TYPEDEF_DECL	file_scope	notification_control_offset	char[1]	1	layout_assertion		src/game/notify_queue.c:18	Compile-time size, alignment or offset assertion; no runtime elements.
src/game/notify_queue.c:20	TYPEDEF_DECL	file_scope	notification_tail_offset	char[1]	1	layout_assertion		src/game/notify_queue.c:20	Compile-time size, alignment or offset assertion; no runtime elements.
src/game/notify_queue.c:22	TYPEDEF_DECL	file_scope	notification_head_offset	char[1]	1	layout_assertion		src/game/notify_queue.c:22	Compile-time size, alignment or offset assertion; no runtime elements.
src/game/notify_queue.c:24	TYPEDEF_DECL	file_scope	notification_phase_offset	char[1]	1	layout_assertion		src/game/notify_queue.c:24	Compile-time size, alignment or offset assertion; no runtime elements.
src/game/notify_queue.c:26	TYPEDEF_DECL	file_scope	notification_hold_offset	char[1]	1	layout_assertion		src/game/notify_queue.c:26	Compile-time size, alignment or offset assertion; no runtime elements.
src/game/notify_queue.c:28	TYPEDEF_DECL	file_scope	notification_angle_offset	char[1]	1	layout_assertion		src/game/notify_queue.c:28	Compile-time size, alignment or offset assertion; no runtime elements.
src/game/notify_queue.c:32	VAR_DECL	file_scope	notification_sprites	KfNotificationSprite[6]	6	typed_record		src/game/notify_queue.c:32;src/game/notify_queue.c:139;src/game/notify_queue.c:142;src/game/notify_queue.c:143;src/game/notify_queue.c:145;src/game/notify_queue.c:150;src/game/notify_queue.c:153;src/game/notify_queue.c:156;src/game/notify_queue.c:159;src/game/notify_queue.c:163;src/game/notify_queue.c:164;src/game/notify_queue.c:166;src/game/notify_queue.c:168;src/game/notify_queue.c:169;src/game/notify_queue.c:170;src/game/notify_queue.c:171;src/game/notify_queue.c:172;src/game/notify_queue.c:189;src/game/notify_queue.c:190;src/game/notify_queue.c:191;src/game/notify_queue.c:192;src/game/notify_queue.c:193;src/game/notify_queue.c:194	Each row already carries KfNotificationSpriteState; sprite coordinates and UVs remain quantities.
src/game/player_core.c:46	VAR_DECL	file_scope	weapon_image_path_template	char[16]	16	encoded_content		src/game/player_core.c:46;src/game/player_core.c:119;src/game/player_core.c:120;src/game/player_core.c:121	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/game/player_core.c:49	VAR_DECL	file_scope	floor_entry_cells	KfFloorEntryCell[5]	5	numeric_geometry		src/game/player_core.c:49;src/game/player_core.c:585	Tile X/Z coordinates selected by the existing floor domain.
src/game/player_death.c:33	VAR_DECL	file_scope	player_sound_refs	SoundRef[3]	3	sdk_audio		src/game/player_death.c:33;src/game/player_death.c:55;src/game/player_death.c:460	SDK program, tone and note numbers passed to sound APIs; numerical handles/pitch, not game selectors.
src/game/player_death.c:40	VAR_DECL	file_scope	item_stock	u8[3][80]	3x80	numeric		src/game/player_death.c:40;src/game/player_death.c:116;src/game/player_death.c:117;src/game/player_death.c:121;src/game/player_death.c:122;src/game/player_death.c:123;src/game/player_death.c:124;src/game/player_death.c:125;src/game/player_death.c:126;src/game/player_death.c:127;src/game/player_death.c:128;src/game/player_death.c:129;src/game/player_death.c:130;src/game/player_death.c:131;src/game/player_death.c:132;src/game/player_death.c:133;src/game/player_death.c:134;src/game/player_death.c:135;src/game/player_death.c:136;src/game/player_death.c:137;src/game/player_death.c:138;src/game/player_death.c:139;src/game/player_death.c:140;src/game/player_death.c:141;src/game/player_death.c:142;src/game/player_death.c:143;src/game/player_death.c:144;src/game/player_death.c:145;src/game/player_death.c:146;src/game/player_death.c:147;src/game/player_death.c:148;src/game/player_death.c:149;src/game/player_death.c:150;src/game/player_death.c:151;src/game/player_death.c:152;src/game/player_death.c:153;src/game/player_death.c:161;src/game/player_death.c:162	Inventory quantities or copied stock counts; decrement for equipment exclusion, purchase, sale or drop proves numerical use.
src/game/player_update.c:74	VAR_DECL	file_scope	player_damage_camera_offsets	SVECTOR[8]	8	numeric_geometry		src/game/player_update.c:74;src/game/player_update.c:532;src/game/player_update.c:537	SDK vector coordinates/rotation/displacements and padding; quantitative geometry.
src/game/player_use_item.c:25	VAR_DECL	file_scope	enemy_info_image_path_template	char[14]	14	encoded_content		src/game/player_use_item.c:25;src/game/player_use_item.c:35;src/game/player_use_item.c:36;src/game/player_use_item.c:37;src/game/player_use_item.c:38	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/game/player_use_item.c:28	VAR_DECL	file_scope	person_image_path_template	char[15]	15	encoded_content		src/game/player_use_item.c:28;src/game/player_use_item.c:46;src/game/player_use_item.c:47;src/game/player_use_item.c:48	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
src/game/player_warp.c:35	VAR_DECL	player_warp_shimmer	effects	KfEffectRecord *[4]	4	pointer_table		src/game/player_warp.c:35;src/game/player_warp.c:64;src/game/player_warp.c:80;src/game/player_warp.c:103	Array elements are object/string addresses; selected row identity is separate from element type.
src/game/pool.c:19	FIELD_DECL	KfAnimClip	keyframes	u32[1]	1	numeric		src/game/pool.c:19;src/game/pool.c:134	Offsets/indices in the selected asset object/keyframe tables; meanings vary with the asset.
src/game/pool.c:28	FIELD_DECL	KfAnimKeyframe	morph_indices	u16[1]	1	numeric		src/game/pool.c:28;src/game/pool.c:170	Offsets/indices in the selected asset object/keyframe tables; meanings vary with the asset.
src/game/pool.c:41	TYPEDEF_DECL	file_scope	check_morph_prefix_size	char[1]	1	layout_assertion		src/game/pool.c:41	Compile-time size, alignment or offset assertion; no runtime elements.
src/game/pool.c:47	FIELD_DECL	KfMorphObject	deltas	SVECTOR[1]	1	numeric_geometry		src/game/pool.c:47;src/game/pool.c:177	SDK vector coordinates/rotation/displacements and padding; quantitative geometry.
